"","X","Job_Title","Industry","State","Salary","Date","SalaryCleaned","Extra","SalaryUnit","Units","JobDate","weekday"
"352",352,"EL 1 - Assistant Director, Fraud Data Analyst","(Government & Defence)","QLD",NA,2,NA,NA,NA,"No",2023-06-24,7
"353",353,"2023 Project Grace - Data & Business Analyst Graduate Program","(Information & Communication Technology)","NSW","$65,000 - $69,999 salary package",25,NA,NA,NA,"Yes",2023-06-01,5
"354",354,"Web Data and Analytics Lead – EL 1","(Marketing & Communications)","ACT","$112,682 to $ 122,848 + 15.4% Super",5,NA,NA,NA,"No",2023-06-21,4
"355",355,"GCP Database Engineer","(Information & Communication Technology)","VIC",NA,2,NA,NA,NA,"No",2023-06-24,7
"356",356,"Environmental Specialist - Data and reporting","(Science & Technology)","QLD",NA,9,NA,NA,NA,"No",2023-06-17,7
"357",357,"Senior IoT Systems Engineer + LoRaWAN","(Information & Communication Technology)","VIC","$120,000 – $150,000 per year salary package",1,1.2e+08,NA,"PerYear","Yes",2023-06-25,1
"358",358,"Research Fellow","(Education & Training)","WA","$106,194 - $125,797 per annum plus 17% super",NA,106194,NA,"PerYear","No",2023-06-26,2
"359",359,"Senior Scala Engineer","(Information & Communication Technology)","NSW",NA,2,NA,NA,NA,"No",2023-06-24,7
"360",360,"Coastal and Marine Geospatial Analyst","(Science & Technology)","VIC","$89,680 – $114,500 per year",9,89680,NA,"PerYear","No",2023-06-17,7
"361",361,"Senior Analyst - GDW Specialist","(Information & Communication Technology)","VIC","$180000 - $200000 per annum",26,180000,NA,"PerYear","No",2023-05-31,4
"362",362,"Web Data and Analytics Lead – EL 1","(Marketing & Communications)","NSW","$112,682 to $ 122,848 + 15.4% Super",5,NA,NA,NA,"No",2023-06-21,4
"363",363,"Data Analyst","(Information & Communication Technology)","VIC","$60,000 – $65,000 per year",10,60000,NA,"PerYear","No",2023-06-16,6
"364",364,"Channel Data Operations Lead","(Consulting & Strategy)","VIC",NA,20,NA,NA,NA,"No",2023-06-06,3
"365",365,"Data Analysis Officer","(Community Services & Development)","VIC",NA,5,NA,NA,NA,"No",2023-06-21,4
"366",366,"ML Ops Engineer - Azure, Terraform IaC, Kubernetes","(Information & Communication Technology)","NSW","$130K-$150K + Super",17,NA,"$150K ",NA,"Yes",2023-06-09,6
"367",367,"Data Analyst","(Information & Communication Technology)","VIC","$90k - $110k p.a. +  super",24,NA,NA,NA,"Yes",2023-06-02,6
"368",368,"Research Assistant / Research Officer","(Healthcare & Medical)","VIC","$89,050 - $101,035 per annum",4,89050,NA,"PerYear","No",2023-06-22,5
"369",369,"Data Analyst","(Information & Communication Technology)","QLD","$60,000 – $65,000 per year",10,60000,NA,"PerYear","No",2023-06-16,6
"370",370,"Web Data and Analytics Lead – EL 1","(Marketing & Communications)","VIC","$112,682 to $ 122,848 + 15.4% Super",5,NA,NA,NA,"No",2023-06-21,4
"371",371,"Data Analyst","(Information & Communication Technology)","NSW","$60,000 – $65,000 per year",10,60000,NA,"PerYear","No",2023-06-16,6
"372",372,"IT Audit and Data Analytics Manager","(Accounting)","NSW","$155k-$165k + Bonus",9,NA,"$165k ",NA,"Yes",2023-06-17,7
"373",373,"Engineer (Open Banking) - ANZPlus","(Information & Communication Technology)","VIC",NA,5,NA,NA,NA,"No",2023-06-21,4
"374",374,"Data Developer","(Information & Communication Technology)","QLD",NA,23,NA,NA,NA,"No",2023-06-03,7
"375",375,"Senior Data Modeller / Data WH Architect","(Information & Communication Technology)","VIC","Up to $160,000+ super + bonus",NA,NA,NA,NA,"No",2023-06-26,2
"376",376,"Senior DevOps/Data Engineer","(Information & Communication Technology)","NSW",NA,9,NA,NA,NA,"No",2023-06-17,7
"377",377,"Medical Scientist","(Science & Technology)","NSW",NA,11,NA,NA,NA,"No",2023-06-15,5
"378",378,"Senior Data Analyst","(Information & Communication Technology)","NSW",NA,2,NA,NA,NA,"No",2023-06-24,7
"379",379,"Carbon and Productivity Analyst at Adelaide based Scale Up","(Information & Communication Technology)","SA",NA,26,NA,NA,NA,"No",2023-05-31,4
"380",380,"Payroll Analytics & Performance Lead - Hawthorn East","(Accounting)","VIC",NA,18,NA,NA,NA,"No",2023-06-08,5
"381",381,"Research Scientist - Antibody Engineering","(Science & Technology)","NSW",NA,17,NA,NA,NA,"No",2023-06-09,6
"382",382,"Manager - Aboriginal Data and Research","(Government & Defence)","VIC",NA,10,NA,NA,NA,"No",2023-06-16,6
"383",383,"Siemens Team Centre / CMTL - UI & Data Developer","(Information & Communication Technology)","VIC","$900 - $1100 per day",3,237600,NA,"PerDay","No",2023-06-23,6
"384",384,"Scientist Application Specialist","(Information & Communication Technology)","QLD",NA,5,NA,NA,NA,"No",2023-06-21,4
"385",385,"Data Analyst","(Information & Communication Technology)","ACT",NA,9,NA,NA,NA,"No",2023-06-17,7
"386",386,"Data Platform Developer","(Information & Communication Technology)","NSW","$139000 per annum",16,139000,NA,"PerYear","No",2023-06-10,7
"387",387,"Data Discovery and Engineering Officer","(Information & Communication Technology)","ACT","$105,346 - $113,452 + Superannuation",25,NA,NA,NA,"No",2023-06-01,5
"388",388,"Monitoring & Analytics Engineer","(Information & Communication Technology)","VIC",NA,19,NA,NA,NA,"No",2023-06-07,4
"389",389,"EL 1 - Assistant Director, Fraud Data Analyst","(Government & Defence)","ACT",NA,2,NA,NA,NA,"No",2023-06-24,7
"390",390,"Siemmens Teamcenter CMTL/ UI and Data Developer","(Information & Communication Technology)","VIC","$1150 a day",NA,303600,NA,"PerDay","No",2023-06-26,2
"391",391,"Web Data and Analytics Lead – EL 1","(Marketing & Communications)","TAS","$112,682 to $ 122,848 + 15.4% Super",5,NA,NA,NA,"No",2023-06-21,4
"392",392,"Process Development Scientist","(Science & Technology)","SA",NA,10,NA,NA,NA,"No",2023-06-16,6
"393",393,"Data Specialist Pool","(Science & Technology)","WA","$110,309 – $136,891 per year",9,110309,NA,"PerYear","No",2023-06-17,7
"394",394,"Lead consultant","(Information & Communication Technology)","NSW",NA,2,NA,NA,NA,"No",2023-06-24,7
"395",395,"Data Analyst/Engineer","(Information & Communication Technology)","NSW","Leading Global Biotech - Access to great Tech!",16,NA,NA,NA,"No",2023-06-10,7
"396",396,"Project Manager in Human Genome Informatics","(Science & Technology)","VIC","$115,137 - $124,622 p.a. plus 17% super",11,NA,NA,NA,"No",2023-06-15,5
"397",397,"Game Mathematician","(Science & Technology)","NSW",NA,18,NA,NA,NA,"No",2023-06-08,5
"398",398,"Senior Python Quant Developer - Buy Side  - 12m initial contract","(Information & Communication Technology)","VIC",NA,19,NA,NA,NA,"No",2023-06-07,4
"399",399,"Data Analytics Security Engineer","(Information & Communication Technology)","ACT","Competitive annual salary with perks and benefits",19,NA,NA,NA,"Yes",2023-06-07,4
"400",400,"VBA & Python Developer - Financial Services","(Information & Communication Technology)","NSW","WFH Hybrid Working | Great Culture | Bonus",18,NA,NA,NA,"Yes",2023-06-08,5
"401",401,"Director, Data Platforms","(Information & Communication Technology)","NSW","$1350 - $1400 p.d. + Including Super",26,356400,NA,"PerDay","No",2023-05-31,4
"402",402,"Data Analyst","(Government & Defence)","ACT","$90/hr - $120/hr + Super",9,NA,NA,NA,"No",2023-06-17,7
"403",403,"AI Product Owner - Deloitte Software Group","(Consulting & Strategy)","NSW",NA,2,NA,NA,NA,"No",2023-06-24,7
"404",404,"Data Networks Common Operating Picture Manager","(Government & Defence)","ACT",NA,4,NA,NA,NA,"No",2023-06-22,5
"405",405,"Data Architect | Digital News & Media","(Information & Communication Technology)","VIC",NA,5,NA,NA,NA,"No",2023-06-21,4
"406",406,"Solution Architect - Data","(Information & Communication Technology)","QLD","$151K - $188K per annum + superannuation",11,151000,NA,"PerYear","Yes",2023-06-15,5
"407",407,"APS 6 - Sensitive Data Officer","(Government & Defence)","ACT","$85,607 - $97,790 (plus Super)",12,NA,NA,NA,"No",2023-06-14,4
"408",408,"Senior Software Engineer – Data Platform","(Information & Communication Technology)","VIC",NA,18,NA,NA,NA,"No",2023-06-08,5
"409",409,"Computational Biologist - Breast Cancer Atlas Program","(Science & Technology)","NSW",NA,NA,NA,NA,NA,"No",2023-06-26,2
"410",410,"Research Scientist – Fisheries Modelling","(Science & Technology)","SA","$98,313 min to $103,936 max, plus superannuation",10,NA,NA,NA,"No",2023-06-16,6
"411",411,"Data Architect | Digital News & Media","(Information & Communication Technology)","QLD",NA,5,NA,NA,NA,"No",2023-06-21,4
"412",412,"Solution Architect - Data","(Information & Communication Technology)","QLD","$151K - $188K per annum + superannuation",11,151000,NA,"PerYear","Yes",2023-06-15,5
"413",413,"Bioinformatics Research Scientist for Plant Health","(Science & Technology)","ACT",NA,6,NA,NA,NA,"No",2023-06-20,3
"414",414,"Credit Risk Data Lead","(Information & Communication Technology)","NSW","$700 - $1100 p.a. + plus super",28,NA,NA,NA,"No",2023-05-29,2
"415",415,"Livestock Data Analyst","(Science & Technology)","QLD",NA,26,NA,NA,NA,"No",2023-05-31,4
"416",416,"Research Fellow (Bioinformatician) - Level A/B","(Education & Training)","VIC","$75,115 - $127,432 pa Level A/B (17% super)",11,NA,NA,NA,"No",2023-06-15,5
"417",417,"Geospatial Intelligence Officer","(Information & Communication Technology)","ACT",NA,9,NA,NA,NA,"No",2023-06-17,7
"418",418,"Data Technician","(Information & Communication Technology)","QLD",NA,12,NA,NA,NA,"No",2023-06-14,4
"419",419,"Senior Data Analyst – Expression of Interest","(Information & Communication Technology)","WA",NA,24,NA,NA,NA,"No",2023-06-02,6
"420",420,"Senior SQL Data Developer - GCP/Python CONTRACT up to $900-$1000 per day","(Information & Communication Technology)","NSW","$1000 per day",25,264000,NA,"PerDay","No",2023-06-01,5
"421",421,"Data Engineer - ETL","(Information & Communication Technology)","ACT",NA,23,NA,NA,NA,"No",2023-06-03,7
"422",422,"Environment & Spatial Data Business Partner","(Mining, Resources & Energy)","NSW",NA,5,NA,NA,NA,"No",2023-06-21,4
"423",423,"Senior Data Policy Lead","(Government & Defence)","QLD","$128,799 - $146,897 TRP incl superannuation",3,NA,NA,NA,"No",2023-06-23,6
"424",424,"Technical Data Manager","(Engineering)","NSW",NA,6,NA,NA,NA,"No",2023-06-20,3
"425",425,"Clinical Coding Auditors","(Healthcare & Medical)","St","Full-time and part-time roles - you choose!",1,NA,NA,NA,"No",2023-06-25,1
"426",426,"Data Modeler (108368BR)","(Information & Communication Technology)","VIC",NA,6,NA,NA,NA,"No",2023-06-20,3
"427",427,"Senior Scientist","(Science & Technology)","VIC",NA,27,NA,NA,NA,"No",2023-05-30,3
"428",428,"Solution Architect - Data","(Information & Communication Technology)","QLD","$151K - $188K per annum + superannuation",11,151000,NA,"PerYear","Yes",2023-06-15,5
"429",429,"Data & Information analyst","(Healthcare & Medical)","VIC",NA,12,NA,NA,NA,"No",2023-06-14,4
"430",430,"Genomic Data Engineer","(Healthcare & Medical)","VIC",NA,6,NA,NA,NA,"No",2023-06-20,3
"431",431,"Senior/ Lead Engineer","(Information & Communication Technology)","NSW",NA,25,NA,NA,NA,"No",2023-06-01,5
"432",432,"Research Officer (FMP Geospatial Science)","(Science & Technology)","WA","PSCA, Spec Calling Level 2 $102,808 -$112,645",12,NA,NA,NA,"No",2023-06-14,4
"433",433,"Data Analyst","(Information & Communication Technology)","NSW","$101947 - $112849 p.a. + superannuation",9,NA,NA,NA,"No",2023-06-17,7
"434",434,"Data Analyst","(Information & Communication Technology)","NSW","$101947 - $112849 p.a. + superannuation",9,NA,NA,NA,"No",2023-06-17,7
"435",435,"Quantitative Research Internship, Summer 2023-24","(Science & Technology)","NSW",NA,18,NA,NA,NA,"No",2023-06-08,5
